tag	area_code	subtitle_location	drawing	level	project_site
DG1796A-ZS3	1796	CULLET TOWER +26.300 / +29.000	DE040731A	0.906896552	CINER GLASS BELGIUM
DG1835A-XV1	1835	CULLET TOWER +26.300 / +29.000	DE040731A	0.906896552	CINER GLASS BELGIUM
DG1835A-XV2	1835	CULLET TOWER +26.300 / +29.000	DE040731A	0.906896552	CINER GLASS BELGIUM
DG1835A-ZS1	1835	CULLET TOWER +26.300 / +29.000	DE040731A	0.906896552	CINER GLASS BELGIUM
DG1835A-ZS2	1835	CULLET TOWER +26.300 / +29.000	DE040731A	0.906896552	CINER GLASS BELGIUM
DG1835A-ZS3	1835	CULLET TOWER +26.300 / +29.000	DE040731A	0.906896552	CINER GLASS BELGIUM
DG1841A-XV1	1841	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DG1841A-XV2	1841	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DG1841A-ZS1	1841	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DG1841A-ZS2	1841	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DG1873A-XV1	1873	CULLET TOWER +26.300 / +29.000	DE040731A	0.906896552	CINER GLASS BELGIUM
DG1873A-XV2	1873	CULLET TOWER +26.300 / +29.000	DE040731A	0.906896552	CINER GLASS BELGIUM
DG1873A-ZS1	1873	CULLET TOWER +26.300 / +29.000	DE040731A	0.906896552	CINER GLASS BELGIUM
DG1873A-ZS2	1873	CULLET TOWER +26.300 / +29.000	DE040731A	0.906896552	CINER GLASS BELGIUM
DG1873A-ZS3	1873	CULLET TOWER +26.300 / +29.000	DE040731A	0.906896552	CINER GLASS BELGIUM
DG1881A-XV1	1881	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DG1881A-XV2	1881	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DG1881A-ZS1	1881	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DG1881A-ZS2	1881	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DG4364-JB1	4364	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4364-XV1	4364	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4364-XV2	4364	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4364-ZS1	4364	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4364-ZS2	4364	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4365-JB1	4365	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4365-XV1	4365	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4365-XV2	4365	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4365-ZS1	4365	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4365-ZS2	4365	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4374-JB1	4374	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4374-XV1	4374	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4374-XV2	4374	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4374-ZS1	4374	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4374-ZS2	4374	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4375-JB1	4375	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4375-XV1	4375	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4375-XV2	4375	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4375-ZS1	4375	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4375-ZS2	4375	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4384-JB1	4384	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4384-XV1	4384	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4384-XV2	4384	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4384-ZS1	4384	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4384-ZS2	4384	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4385-JB1	4385	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4385-XV1	4385	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4385-XV2	4385	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4385-ZS1	4385	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4385-ZS2	4385	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DG4474A-XV1	4474	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
DG4474A-XV2	4474	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
DG4474A-ZS1	4474	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
DG4474A-ZS2	4474	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
DG4481A-XV1	4481	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
DG4481A-XV2	4481	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
DG4481A-ZS1	4481	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
DG4481A-ZS2	4481	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
DG6273A-XV1	6273	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
DG6273A-XV2	6273	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
DG6273A-ZS1	6273	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
DG6273A-ZS2	6273	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
DG8847A-XV1	8847	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
DG8847A-XV2	8847	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
DG8847A-ZS1	8847	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
DG8847A-ZS2	8847	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
DG9311A-XV1	9311	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DG9311A-XV2	9311	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DG9311A-ZS1	9311	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DG9311A-ZS2	9311	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DPSS4472A-D1	DPSS4472A	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
DPSS4472A-M1	DPSS4472A	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
E825	E825	CULLET TOWER +22.700	DE040730A	22.7	CNUD
E826	E826	CULLET TOWER +26.300	DE040730A	26.3	CNUD
EB1	EB1	BATCH HOUSE -3.850	DE040718A	-3.85	CINER GLASS BELGIUM
EB14	EB14	BATCH TRANSPORT START +20.730 / +18.370	DE040732A	1.128470332	CINER GLASS BELGIUM
EB15	EB15	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
EB16	EB16	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
EB17	EB17	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
EB18	EB18	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
EB19	EB19	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
EB24	EB24	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
EB27	EB27	CULLET TOWER +32.380	DE040731A	32.38	CINER GLASS BELGIUM
EB30	EB30	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
EB35	EB35	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
FFS1991-DP1	1991	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
FFS1991-JB1	1991	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
FFS1991-WE1	1991	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
H054121A-XV1	H054121A	BATCH HOUSE +10.435
H054211A-JB1	H054211A	BATCH HOUSE +10.435
H054321A-WE1	H054321A	BATCH HOUSE +10.435
H054321A-WE2	H054321A	BATCH HOUSE +10.435
H054321A-WE3	H054321A	BATCH HOUSE +10.435
H06111-LS1-R1	6111	BATCH HOUSE +0.000
H06111-LS1-T1	6111	BATCH HOUSE +0.000
HDS4451A-JB1	4451	CULLET TOWER +22.700	DE040730A	22.7	CNUD
HDS4451A-WE1	4451	CULLET TOWER +22.700	DE040730A	22.7	CNUD
HDS4451A-WE2	4451	CULLET TOWER +22.700	DE040730A	22.7	CNUD
HDS4451A-WE3	4451	CULLET TOWER +22.700	DE040730A	22.7	CNUD
HDS4461A-JB1	4461	CULLET TOWER +22.700	DE040730A	22.7	CNUD
HDS4461A-WE1	4461	CULLET TOWER +22.700	DE040730A	22.7	CNUD
HM1531-ZS1	1531	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
HM1531-ZS2	1531	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
HM1531-ZS3	1531	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
HM1531-ZS4	1531	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
HM1540-ZS1	1540	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
HM1540-ZS2	1540	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
HM1540-ZS3	1540	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
HM1540-ZS4	1540	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
HO1111-M1	1111	BATCH HOUSE -3.850	DE040718A	-3.85	CINER GLASS BELGIUM
HO1111-M2	1111	BATCH HOUSE -3.850	DE040718A	-3.85	CINER GLASS BELGIUM
HO1111-Q1	1111	BATCH HOUSE -3.850	DE040718A	-3.85	CINER GLASS BELGIUM
HO1211-M1	1211	BATCH HOUSE -3.850	DE040718A	-3.85	CINER GLASS BELGIUM
HO1211-M2	1211	BATCH HOUSE -3.850	DE040718A	-3.85	CINER GLASS BELGIUM
HO1211-Q1	1211	BATCH HOUSE -3.850	DE040718A	-3.85	CINER GLASS BELGIUM
HO1311A-M1	1311	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
HO1311A-Q1	1311	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
HO1312A-M1	1312	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
HO1312A-Q1	1312	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
HO1313A-M1	1313	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
HO1313A-Q1	1313	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
HO1331A-M1	1331	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
HO1331A-Q1	1331	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
HO1332A-M1	1332	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
HO1332A-Q1	1332	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
HO1333A-M1	1333	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
HO1333A-Q1	1333	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
HO1711A-M1	1711	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
HO1711A-Q1	1711	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
HO1911-LSL1	1911	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
HO1921-LSL1	1921	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
HO1931-LSL1	1931	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
HO1941-LSL1	1941	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
M1955-D1	M1955	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
M1955-JB1	M1955	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
M1955-JB2	M1955	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
M1955-LCP1	M1955	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
M1955-M1	M1955	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
M1955-SLS1	M1955	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
M1955-SS1	M1955	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
M1955-WE1	M1955	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
M1955-WE2	M1955	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
M1955-WE3	M1955	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
M1955-XV1	M1955	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
M1955-XV2	M1955	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
M1955-ZS1	M1955	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
M1955-ZS2	M1955	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
MD4473A-M01	4473	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
MEB1	MEB1	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MI5111-XV3	5111	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MI5211-XV3	5211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MI5311-XV3	5311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MMU6132-JB1	6132	BATCH TRANSPORT START +0.000	DE040732A	0	CINER GLASS BELGIUM
MMU6132-MP1	6132	BATCH TRANSPORT START +0.000	DE040732A	0	CINER GLASS BELGIUM
MMU6232-JB1	6232	BATCH TRANSPORT START +0.000	DE040732A	0	CINER GLASS BELGIUM
MMU6232-MP1	6232	BATCH TRANSPORT START +0.000	DE040732A	0	CINER GLASS BELGIUM
MS04326-XV1	432	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS04326-ZS1	432	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS04327-XV1	432	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS04327-ZS1	432	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS04328-ZS1	432	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS04346-XV1	434	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS04346-ZS1	434	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS04347-XV1	434	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS04348-ZS1	434	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS04366-XV1	436	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS04366-ZS1	436	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS04367-XV1	436	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS04367-ZS1	436	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS04368-ZS1	436	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS04386-XV1	438	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS04386-ZS1	438	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS04387-XV1	438	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS04388-XV1	438	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS04388-ZS1	438	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS111-HS1	111	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS111-M1	111	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS111-M2	111	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS111-Q1	111	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS111-SLS1	111	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS111-TC1	111	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS111-ZS3	111	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS211-HS1	211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS211-M1	211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS211-P2	211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS211-Q2	211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS211-SLS1	211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS211-TC1	211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS211-XV1	211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS211-XV2	211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS211-ZS1	211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS211-ZS2	211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS211-ZS3	211	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS311-M1	311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS311-Q2	311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS311-SLS1	311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS311-TC1	311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS311-XV2	311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS311-XV3	311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS311-XV4	311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS311-ZS3	311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS311-ZS4	311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS311-ZS5	311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS311-ZS6	311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS5122-XV3	5122	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS5222-XV3	5222	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MS5322-XV3	5322	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5121-B1	5121	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5121-WE1	5121	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5121-WE2	5121	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5121-WE3	5121	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5221-B1	5221	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5221-WE1	5221	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5221-WE2	5221	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5221-WE3	5221	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5321-B1	5321	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5321-WE1	5321	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5321-WE2	5321	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
MW5321-WE3	5321	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
OP55012A-U1	5501	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
OP55012B-M1	5501	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
PM4552-FM1	4552	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
PM4553-FM1	4553	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
PM4554-FM1	4554	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
PM5311-M2	5311	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
PTP1531-ZS1	1531	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
PTP1531-ZS2	1531	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
PTP1531-ZS3	1531	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
PTP1531-ZS4	1531	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
PTP1540-ZS1	1540	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
PTP1540-ZS2	1540	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
PTP1540-ZS3	1540	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
PTP1540-ZS4	1540	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
PTP1611-LCP1	1611	BATCH HOUSE +0.000
PTP1611-ZS1	1611	BATCH HOUSE +0.000
PTP1614-LCP1	1614	BATCH HOUSE +0.000
PTP1614-ZS1	1614	BATCH HOUSE +0.000
PTP1621-LCP1	1621	BATCH HOUSE +0.000
PTP1621-ZS1	1621	BATCH HOUSE +0.000
PTP1622-LCP1	1622	BATCH HOUSE +0.000
PTP1622-ZS1	1622	BATCH HOUSE +0.000
PTU7501-PS1	7501	BATCH HOUSE +0.000
PTU7501-PS2	7501	BATCH HOUSE +0.000
PTU7501-PS3	7501	BATCH HOUSE +0.000
PTU7501-SM1	7501	BATCH HOUSE +0.000
PTU7501-ZS1	7501	BATCH HOUSE +0.000
PTU7501-ZS2	7501	BATCH HOUSE +0.000
QMS1122-M1	1122	BATCH HOUSE -3.850	DE040718A	-3.85	CINER GLASS BELGIUM
QMS1122-Q1	1122	BATCH HOUSE -3.850	DE040718A	-3.85	CINER GLASS BELGIUM
QMS1222-M1	1222	BATCH HOUSE -3.850	DE040718A	-3.85	CINER GLASS BELGIUM
QMS1222-Q1	1222	BATCH HOUSE -3.850	DE040718A	-3.85	CINER GLASS BELGIUM
RF1981-D1	1981	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
RF1981-M1	1981	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
S1043-LS11	S1043	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
S3031-L11	S3031	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
S3031-ZS1	S3031	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
S3091A-LT1	S3091A	CULLET TOWER +22.700	DE040730A	22.7	CNUD
S3092A-LT1	S3092A	CULLET TOWER +22.700	DE040730A	22.7	CNUD
S3093A-LT1	S3093A	CULLET TOWER +22.700	DE040730A	22.7	CNUD
S6331A-B1	S6331A	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
S6331A-LSH1	S6331A	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
S6331A-M1	S6331A	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
S6331A-M2	S6331A	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
S6331A-SST	S6331A	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
S6351A-B1	S6351A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
S6351A-LSH1	S6351A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
S6351A-M1	S6351A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
S6351A-M2	S6351A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
S6351A-SST	S6351A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
S6371A-B1	S6371A	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
S6371A-LSH1	S6371A	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
S6371A-M1	S6371A	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
S6371A-M2	S6371A	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
S6371A-SST	S6371A	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
SC1953-D1	1953	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
SC1953-M1	1953	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
SC1953-XV1	1953	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
SC1953-ZS1	1953	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
SC4162A-M1	4162	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
